code,name,Philosophical Inquiry and Life's Meanings,Aesthetic Exploration,Historical Consciousness,Scientific Inquiry I,Social Inquiry I,Scientific Inquiry II,Social Inquiry II,Quantitative Reasoning I,Quantitative Reasoning II,The Individual in Community,Global Citizenship and Intercultural Literacy,Ethical Reasoning,First-Year Writing Seminar,"Writing, Research, and Inquiry",Writing-Intensive Course,Oral and/or Signed Communication,Digital/Multimedia Expression,Critical Thinking,Research and Information Literacy,Teamwork/Collaboration,Creativity/Innovation
CAS AH 114,"Kongo to Cuba: Art, Exchange, and Self-Determination in Africa and Latin America",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS AH 201,Understanding Architecture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AH 210,Learning to See,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AH 215,Arts of Africa and Its Diaspora,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS AH 220,Islamic Art and Architecture,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AH 225,The Arts of Asia,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AH 240,Medieval Art in Europe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 251,Ancient Maya Civilization,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 257,Renaissance Art,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AH 284,Arts in America,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AH 311,"Arab Cities: Architecture, Politics, Religion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 316,African Diaspora Arts in the Americas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 323,Topics in Latin American Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 325,"Art, Media, and Buddhism",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AH 326,Arts of Japan,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AH 327,Arts of China,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AH 331,Early Greek Art and Architecture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS AH 333,Arts of Classical Greece,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS AH 352,Venetian Renaissance Art,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CAS AH 365,Baroque Arts in Northern Europe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 367,Material Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 385,American Buildings and Landscapes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 386,Modern American Art,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 387,Boston Architecture and Urbanism,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CAS AH 391,Twentieth-Century Art to 1940,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AH 392,Twentieth Century Art from 1940 to 1980,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 393,Contemporary Art: 1980 to Now,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 395,History of Photography,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AH 398,Global Modern and Contemporary Architecture,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS AH 399,History and Theory of Landscape Architecture,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS AH 404,Seminar: Topics in Museum Exhibits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 486,Architecture Capstone,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CAS AH 500,Topics in History of Art & Architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 502,Practicum in Museum Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 507,"Digital Curation: Towards National Parks: Art and Nature, Nature and Nation",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CAS AH 520,The Museum and The Historical Agency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 521,Curatorship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 525,American Cultural Landscape Studies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 527,Topics in Art and Society,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 528,Landscapes: Art and Environment in China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CAS AH 530,American Art and the City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 531,Modern Asian Art in a Global Context,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 533,Seminar: Greek Art and Architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
CAS AH 546,Places of Memory: Historic Preservation Theory and Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 548,Global Heritage Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 554,Boston Architectural and Community History Workshop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 557,High Renaissance and Mannerist Art in Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 563,Global Baroque: Art and Power in the Seventeenth Century,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 571,Problems in African Diaspora Art History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 574,Topics in African Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 589,Topics in Nineteenth Century Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 591,Seminar in Photographic History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AH 596,Seminar: Contemporary Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 101,Introduction to Sociocultural Anthropology,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AN 102,"Human Biology, Behavior, and Evolution",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AN 103,Anthropology Through Ethnography,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CAS AN 206,Ancient Technology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 210,Introduction to Medical Anthropology,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS AN 211,Humans Among Animals,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS AN 220,Urban Anthropology,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CAS AN 233,The Evolutionary Biology of Human Variation,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS AN 234,Evolutionary Psychology,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 235,Introduction to the Primate Senses,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CAS AN 240,Legal Anthropology,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS AN 252,Ethnicity and Identity,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS AN 260,Sex and Gender in Anthropological Perspective,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AN 262,The Evolution of Culture and Society,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS AN 263,The Behavioral Biology of Women,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AN 272,Introduction to Evolutionary Medicine,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS AN 280,Eating and Drinking in the Ancient World,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS AN 283,North American Archaeology,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AN 285,Coping with Crisis in Contemporary Africa (area),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 287,Slavery and the In-Between,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
CAS AN 290,Children and Culture,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AN 291,Peoples of the Arctic,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 301,African Diaspora Archaeology,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
CAS AN 302,Transforming Life: Anthropology of Gender and Medical Technologies,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
CAS AN 307,Turkey and Middle East in Comparative Perspective (area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 311,Culture and Biotech: Beyond the Nature/Culture Divide,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
CAS AN 312,Peoples and Cultures of Africa (area),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
CAS AN 314,Cultures of Latin America (area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 316,Contemporary European Ethnography,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS AN 317,Power and Society in the Middle East (area),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 318,Southeast Asia: Tradition and Modernity (area),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AN 319,Anthropology of Muslim Cultures and Politics (area),0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AN 320,Women in the Muslim World,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AN 321,Cognition and Culture,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AN 327,Islam in Africa,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AN 330,From Conception to Death: The Evolution of Human Life History,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 331,Human Origins,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AN 333,Human Population Genetics,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 335,The Ape Within: Great Apes and the Evolution of Human Behavior,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 336,Primate Evolutionary Ecology,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CAS AN 339,Primate Biomechanics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS AN 344,Culture and Social Change in Japan (area),0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS AN 347,Afghanistan (area),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AN 348,Investigating Contemporary Globalization,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CAS AN 349,"Challenging Xenophobia: Perception, Prejudice, Performance",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CAS AN 351,"Language, Culture, and Society",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CAS AN 355,Religious Fundamentalism in Anthropological Perspective,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CAS AN 357,Bioarchaeology and the Body,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS AN 362,Culture and Environment,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS AN 363,Food and Water: Critical Perspectives on Global Crises,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CAS AN 369,Indigenous Archaeology,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
CAS AN 372,Psychological Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
CAS AN 375,"Culture, Society, and Religion in South Asia",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AN 379,China: Tradition and Transformation (area),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AN 384,Anthropology of Religion,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 390,Topics in Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 397,Anthropology and Film: Ways of Seeing,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 401,Honors Research in Anthropology 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 402,Honors Research in Anthropology 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 440,Shadow Empires,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 461,Ethnography and Anthropological Theory 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CAS AN 462,Ethnography and Anthropological Theory 2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS AN 492,Directed Study in Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 506,Regional Archaeology and Geographical Information Systems,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AN 508,Landscape Archaeology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS AN 510,Proposal Writing for Social Science Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 518,Zooarchaeology,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 519,Theory and Method in Environmental Archaeology,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 521,Sociolinguistics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 524,Seminar: Language and Culture Contact in Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 530,"Global Intimacies: Sex, Gender, and Contemporary Sexualities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 532,Literacy and Islam in Africa,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
CAS AN 533,Exploring Ethnographic Genres: The Poetics and Politics of Writing Culture,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 550,Human Osteology,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS AN 551,Anthropology and Human Heredity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 552,Primate Evolution and Anatomy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AN 555,Evolutionary Medicine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CAS AN 556,The Evolution of the Human Diet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CAS AN 558,The Evolutionary Biology of Human Sex Differences,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CAS AN 559,Evolutionary Endocrinology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
CAS AN 562,The Origins of War,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS AN 563,Religion and Politics across Cultures,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AN 565,"Memory in 3-D: Memorials, Then and Now",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CAS AN 571,Anthropology of Emotion,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CAS AN 573,The Ethnography of China and Taiwan (area),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS AN 588,Project Design and Statistics in Biological Anthropology,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 590,"Theory, Method, and Techniques in Fieldwork",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 593,Special Topics in Cultural Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 594,Seminar: Topics in Cultural Anthropology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AN 595,Methods in Biological Anthropology,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CAS AN 598,Special Issues in Biological Anthropology (Spring),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AR 100,Archaeology Today,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS AR 150,Archaeology of Cities,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AR 190,Introduction to Archaeology,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAS AR 201,Indigenous Peoples of the Americas,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AR 202,Archaeological Mysteries: Pseudoscience and Fallacy in the Human Past,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AR 206,Ancient Technology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAS AR 210,Minoan and Mycenaean Civilizations,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AR 230,Introduction to Greek & Roman Archaeology,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CAS AR 240,Archaeology of Ancient China,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AR 251,Ancient Maya Civilization,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AR 280,Eating and Drinking in the Ancient World,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CAS AR 283,North American Archaeology,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AR 290,Human Impacts on Ancient Environments,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CAS AR 291,Peoples of the Arctic,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS AR 301,African Diaspora Archaeology,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
CAS AR 305,Paleolithic Archaeology,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAS AR 307,Archaeological Science,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
CAS AR 331,Early Greek Art and Architecture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAS AR 333,Arts of Classical Greece,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS AR 357,Bioarchaeology and the Body,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS AR 369,Indigenous Archaeology,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
CAS AR 390,The Archaeology of Southeast Asia,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
